tieu_de,gia_raw,dien_tich_raw,dia_chi,quan_huyen,loai_bds,loai_gd,url,nguon,ngay_dang,gia_vnd,dien_tich_m2,lien_he,mo_ta
"Cho thuê nhà hẻm 933 Tỉnh Lộ 10, P. Tân Tạo, 4 x 14m, 2 tấm, giá 10 triệu/tháng",10 Triệu/tháng,56 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-933-tinh-lo-10-p-tan-tao-4-x-14m-2-tam-gia-10-trieu-thang.html,luachonnhadat.vn,2025-12-26,10000000,56,NA,NA
"Cho thuê nhà MT đường Số 46, P. Tân Tạo, 5 x 20m, 4.5 tấm + hầm, giá 25 triệu/tháng",25 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-46-p-tan-tao-5-x-20m-4-5-tam-ham-gia-25-trieu-thang-1766479898.html,luachonnhadat.vn,2025-12-23,25000000,100,NA,NA
"Cho thuê nhà khu Nam Hùng Vương, MT đường Số 2, DT 4 x 23m, 3 tấm, giá 18 triệu/tháng",18 Triệu/tháng,92 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-nam-hung-vuong-mt-duong-so-2-dt-4-x-23m-3-tam-gia-18-trieu-thang-1766370296.html,luachonnhadat.vn,2025-12-22,18000000,92,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 25A, DT 4 x 20m, 3.5 tấm, giá 19 triệu/tháng",19 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-25a-dt-4-x-20m-3-5-tam-gia-19-trieu-thang.html,luachonnhadat.vn,2025-12-19,19000000,80,NA,NA
"Cho thuê nhà MT lô O Cư Xá Phú Lâm D, P.10, Q.6, DT 4 x 16m, 1 lầu, giá 11 triệu/tháng",11 Triệu/tháng,64 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-lo-o-cu-xa-phu-lam-d-p-10-q-6-dt-4-x-16m-1-lau-gia-11-trieu-thang.html,luachonnhadat.vn,2025-12-19,11000000,64,NA,NA
"Cho thuê nhà khu Bình Phú, MT đường Số 39, DT 3 x 10m, 4 tấm, giá 13 triệu/tháng",13 Triệu/tháng,30 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-binh-phu-mt-duong-so-39-dt-3-x-10m-4-tam-gia-13-trieu-thang-1765959055.html,luachonnhadat.vn,2025-12-17,13000000,30,NA,NA
"Cho thuê nhà MT đường Tỉnh Lộ 10, P. Bình Trị Đông B, DT 4 x 34m, cấp 4, giá 25 triệu/tháng",25 Triệu/tháng,136 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-tinh-lo-10-p-binh-tri-dong-b-dt-4-x-34m-cap-4-gia-25-trieu-thang.html,luachonnhadat.vn,2025-12-15,25000000,136,NA,NA
"Cho thuê nhà MT đường Số 55, P. Tân Tạo, 5 x 16m, 3.5 tấm, giá 18 triệu/tháng.",18 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-55-p-tan-tao-5-x-16m-3-5-tam-gia-18-trieu-thang-.html,luachonnhadat.vn,2025-12-13,18000000,80,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Trần Văn Giàu, DT 8 x 20m, 4 tấm, giá 65 triệu/tháng",65 Triệu/tháng,160 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-tran-van-giau-dt-8-x-20m-4-tam-gia-65-trieu-thang.html,luachonnhadat.vn,2025-12-12,65000000,160,NA,NA
"Cho thuê nhà khu MT đường Quốc Lộ 1A, P. Tân Tạo A, 12 x 30m, cấp 4, giá 23 triệu/tháng",23 Triệu/tháng,360 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-mt-duong-quoc-lo-1a-p-tan-tao-a-12-x-30m-cap-4-gia-23-trieu-thang.html,luachonnhadat.vn,2025-12-08,23000000,360,NA,NA
"Cho thuê nhà MT đường Hậu Giang, P.5, Q.6, DT 4 x 19m, 4 tấm, giá 65 triệu/tháng.",65 Triệu/tháng,76 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-hau-giang-p-5-q-6-dt-4-x-19m-4-tam-gia-65-trieu-thang--1764906989.html,luachonnhadat.vn,2025-12-05,65000000,76,NA,NA
"Cho thuê nhà MT đường Lò Gốm, P.8, Q.6, DT 6.2 x 21m, cấp 4, giá 18 triệu/tháng",18 Triệu/tháng,130 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-lo-gom-p-8-q-6-dt-6-2-x-21m-cap-4-gia-18-trieu-thang-1764727004.html,luachonnhadat.vn,2025-12-03,18000000,130,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 1, DT 4 x 21m, 3.5 tấm, giá 23 triệu/tháng.",23 Triệu/tháng,84 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-1-dt-4-x-21m-3-5-tam-gia-23-trieu-thang-.html,luachonnhadat.vn,2025-12-03,23000000,84,NA,NA
"Cho thuê nhà khu Tên Lửa, góc 2MT đường Vành Đai Trong, DT 12 x 20m, 3.5 tấm, giá 180 triệu/tháng",180 Triệu/tháng,240 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-goc-2mt-duong-vanh-dai-trong-dt-12-x-20m-3-5-tam-gia-180-trieu-thang-1764337304.html,luachonnhadat.vn,2025-11-28,180000000,240,NA,NA
"Cho thuê nhà Góc 2MT đường Trần Văn Giàu, P. Tân Tạo, 10 x 30m, cấp 4, giá 60 triệu/tháng",60 Triệu/tháng,300 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-duong-tran-van-giau-p-tan-tao-10-x-30m-cap-4-gia-60-trieu-thang-1764215408.html,luachonnhadat.vn,2025-11-27,60000000,300,NA,NA
"Cho thuê mặt bằng khu Tên Lửa, góc 2MT đường Số 1 lô V, DT 8 x 13.5m, giá 12 triệu/tháng.",12 Triệu/tháng,108 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Mặt bằng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-mat-bang-khu-ten-lua-goc-2mt-duong-so-1-lo-v-dt-8-x-13-5m-gia-12-trieu-thang-.html,luachonnhadat.vn,2025-11-27,12000000,108,NA,NA
"Cho thuê nhà MT đường Hậu Giang, P.12, Q.6, DT 5 x 22.7m, 3.5 tấm, giá 100 triệu/tháng.",100 Triệu/tháng,113 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-hau-giang-p-12-q-6-dt-5-x-22-7m-3-5-tam-gia-100-trieu-thang--1764141966.html,luachonnhadat.vn,2025-11-26,100000000,113,NA,NA
"Cho thuê Mặt Bằng khu Tên Lửa, MT đường Số 7, DT 12 x 46m, cấp 4, giá 170 triệu/tháng.",170 Triệu/tháng,552 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Mặt bằng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-mat-bang-khu-ten-lua-mt-duong-so-7-dt-12-x-46m-cap-4-gia-170-trieu-thang-.html,luachonnhadat.vn,2025-11-18,170000000,552,NA,NA
"Cho thuê nhà MT đường Hậu Giang, P.11, Q.6, DT 4.3 x 25m, 3 tấm, giá 45 triệu/tháng.",45 Triệu/tháng,107 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-hau-giang-p-11-q-6-dt-4-3-x-25m-3-tam-gia-45-trieu-thang-.html,luachonnhadat.vn,2025-11-18,45000000,107,NA,NA
"Cho thuê nhà khu Cư Xá Rada, MT đường Số 2, DT 8 x 20m, 1 lầu, giá 20 triệu/tháng",20 Triệu/tháng,160 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-cu-xa-rada-mt-duong-so-2-dt-8-x-20m-1-lau-gia-20-trieu-thang.html,luachonnhadat.vn,2025-11-15,20000000,160,NA,NA
"Cho thuê biệt thự khu Hai Thành, MT đường Số 4, DT 7 x 23m, 3 tấm, giá 45 triệu/tháng",45 Triệu/tháng,161 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-biet-thu-khu-hai-thanh-mt-duong-so-4-dt-7-x-23m-3-tam-gia-45-trieu-thang.html,luachonnhadat.vn,2025-11-10,45000000,161,NA,NA
"Cho thuê biệt thự khu Tên Lửa, góc 2MT đường Số 19, DT 10 x 20m, 3.5 tấm, giá 75 triệu/tháng",75 Triệu/tháng,200 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-biet-thu-khu-ten-lua-goc-2mt-duong-so-19-dt-10-x-20m-3-5-tam-gia-75-trieu-thang.html,luachonnhadat.vn,2025-11-08,75000000,200,NA,NA
"Cho thuê Shophouse CC THE WESTERN CAPITAL Lý Chiêu Hoàng, Q.6, DT 8 x 8m, 1 lầu, giá 10 triệu/tháng.",10 Triệu/tháng,64 m²,"Quận 6, Hồ Chí Minh",Quận 6,Shop house,thue,https://luachonnhadat.vn/nha-dat/cho-thue-shophouse-cc-the-western-capital-ly-chieu-hoang-q-6-dt-8-x-8m-1-lau-gia-10-trieu-thang-.html,luachonnhadat.vn,2025-11-06,10000000,64,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Tên Lửa, 4.5 x 20m, 3.5 tấm, giá 35 triệu/tháng.",35 Triệu/tháng,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-ten-lua-4-5-x-20m-3-5-tam-gia-35-trieu-thang--1762400287.html,luachonnhadat.vn,2025-11-06,35000000,90,NA,NA
"Cho thuê nhà hẻm 270 Lê Đình Cẩn, P. Tân Tạo, 4 x 17m, 3.5 tấm, giá 15 triệu/tháng",15 Triệu/tháng,68 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-270-le-dinh-can-p-tan-tao-4-x-17m-3-5-tam-gia-15-trieu-thang.html,luachonnhadat.vn,2025-11-01,15000000,68,NA,NA
"Cho thuê mặt bằng biệt thự khu Tên Lửa, MT đường Số 5, DT 10 x 20m, giá 25 triệu/tháng",25 Triệu/tháng,200 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-mat-bang-biet-thu-khu-ten-lua-mt-duong-so-5-dt-10-x-20m-gia-25-trieu-thang.html,luachonnhadat.vn,2025-10-31,25000000,200,NA,NA
"Cho thuê nhà MT đường Số 49, DT 4 x 18m, 3.5 tấm, giá 18 triệu/tháng",18 Triệu/tháng,72 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-49-dt-4-x-18m-3-5-tam-gia-18-trieu-thang.html,luachonnhadat.vn,2025-10-31,18000000,72,NA,NA
"Cho thuê nhà góc 2MT đường Hương Lộ 2, P. Bình Trị Đông, 10 x 32m, 4 tấm, giá 60 triệu/tháng",60 Triệu/tháng,320 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-duong-huong-lo-2-p-binh-tri-dong-10-x-32m-4-tam-gia-60-trieu-thang.html,luachonnhadat.vn,2025-10-24,60000000,320,NA,NA
"Cho thuê biệt thự khu Hai Thành, MT đường Số 4, DT 7 x 20m, 3 tấm, giá 40 triệu/tháng",40 Triệu/tháng,140 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-biet-thu-khu-hai-thanh-mt-duong-so-4-dt-7-x-20m-3-tam-gia-40-trieu-thang.html,luachonnhadat.vn,2025-10-21,40000000,140,NA,NA
"Cho thuê biệt thự khu Tên Lửa, góc 2MT đường Số 11A, DT 22 x 25m, 3 tấm, giá 100 triệu/tháng",100 Triệu/tháng,550 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Biệt thự,thue,https://luachonnhadat.vn/nha-dat/cho-thue-biet-thu-khu-ten-lua-goc-2mt-duong-so-11a-dt-22-x-25m-3-tam-gia-100-trieu-thang.html,luachonnhadat.vn,2025-10-18,100000000,550,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Tên Lửa, DT 4.5 x 20m, 4 tấm, giá 25 triệu/tháng.",25 Triệu/tháng,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-ten-lua-dt-4-5-x-20m-4-tam-gia-25-trieu-thang-.html,luachonnhadat.vn,2025-10-17,25000000,90,NA,NA
"Cho thuê nhà MT đường Minh Phụng, P.5, Q.6, DT 4 x 17m, 3.5 tấm, giá 33 triệu/tháng",33 Triệu/tháng,68 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-minh-phung-p-5-q-6-dt-4-x-17m-3-5-tam-gia-33-trieu-thang.html,luachonnhadat.vn,2025-10-16,33000000,68,NA,NA
"Cho thuê đất khu Tên Lửa gần Aeon Mall, MT đường Số 7B, DT 5 x 20m, giá 5 triệu/tháng",5 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Đất,thue,https://luachonnhadat.vn/nha-dat/cho-thue-dat-khu-ten-lua-gan-aeon-mall-mt-duong-so-7b-dt-5-x-20m-gia-5-trieu-thang-1760512514.html,luachonnhadat.vn,2025-10-15,5000000,100,NA,NA
"Cho thuê nhà 2 MT Trước - Sau đường Số 7, DT 10 x 40m, 1 lửng, 10 x 40m, giá 90 triệu/tháng.",90 Triệu/tháng,400 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-2-mt-truoc-sau-duong-so-7-dt-10-x-40m-1-lung-10-x-40m-gia-90-trieu-thang-.html,luachonnhadat.vn,2025-10-15,90000000,400,NA,NA
"Cho thuê nhà MT đường Lê Quang Sung, P.6, Q.6, DT 7 x 10m, 3 tấm, giá 40 triệu/tháng",40 Triệu/tháng,70 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-le-quang-sung-p-6-q-6-dt-7-x-10m-3-tam-gia-40-trieu-thang-1760429605.html,luachonnhadat.vn,2025-10-14,40000000,70,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 6A, DT 10 x 25m, 1 lầu, giá 70 triệu/tháng.",70 Triệu/tháng,250 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-6a-dt-10-x-25m-1-lau-gia-70-trieu-thang-.html,luachonnhadat.vn,2025-10-13,70000000,250,NA,NA
"Cho thuê căn hộ Block B2 CC StarLight Riverside 241/42 Nguyễn Văn Luông, DT 72m2, giá 11 triệu/tháng",11 Triệu/tháng,72 m²,"Quận 6, Hồ Chí Minh",Quận 6,Căn hộ,thue,https://luachonnhadat.vn/nha-dat/cho-thue-can-ho-block-b2-cc-starlight-riverside-241-42-nguyen-van-luong-dt-72m2-gia-11-trieu-thang.html,luachonnhadat.vn,2025-10-10,11000000,72,NA,NA
"Cho thuê mặt bằng khu Tên Lửa, MT đường Vành Đai Trong, DT 6 x 20m, giá 20 triệu/tháng,",20 Triệu,120 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Mặt bằng,thue,https://luachonnhadat.vn/nha-dat/cho-thue-mat-bang-khu-ten-lua-mt-duong-vanh-dai-trong-dt-6-x-20m-gia-20-trieu-thang-.html,luachonnhadat.vn,2025-10-03,20000000,120,NA,NA
"Cho thuê nhà MT đường An Dương Vương, P.10, Q.6, DT 7.15 x 31m, 3 tấm, giá 45 triệu/tháng",45 Triệu/tháng,221 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-an-duong-vuong-p-10-q-6-dt-7-15-x-31m-3-tam-gia-45-trieu-thang-1759370766.html,luachonnhadat.vn,2025-10-02,45000000,221,NA,NA
"Cho thuê nhà hẻm 184 Lê Đình Cẩn, P Tân Tạo, 4 x 15m, 4 tấm, giá 15 triệu/tháng",15 Triệu/tháng,60 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-184-le-dinh-can-p-tan-tao-4-x-15m-4-tam-gia-15-trieu-thang-1759301158.html,luachonnhadat.vn,2025-10-01,15000000,60,NA,NA
"Cho thuê nhà MT đường Số 46, P. Tân Tạo, 5 x 20m, 3.5 tấm, giá 26 triệu/tháng",26 Triệu/tháng,100 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-46-p-tan-tao-5-x-20m-3-5-tam-gia-26-trieu-thang.html,luachonnhadat.vn,2025-10-01,26000000,100,NA,NA
"Cho thuê nhà MT đường Ao Đôi, P. Bình Trị Đông A, DT 14 x 40m, cấp 4, giá 65 triệu/tháng",65 Triệu/tháng,560 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-ao-doi-p-binh-tri-dong-a-dt-14-x-40m-cap-4-gia-65-trieu-thang.html,luachonnhadat.vn,2025-09-30,65000000,560,NA,NA
"Cho thuê nhà khu Lê Thành, MT đường Số 1, P. An Lạc, DT 5 x 14m, 5 tấm, giá 30 triệu/tháng",30 Triệu/tháng,70 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-le-thanh-mt-duong-so-1-p-an-lac-dt-5-x-14m-5-tam-gia-30-trieu-thang.html,luachonnhadat.vn,2025-09-30,30000000,70,NA,NA
"Cho thuê nhà góc 2MT đường Minh Phụng, P.5, Q.6, DT 4.4 x 14.4m, NH 9m, cấp 4, giá 100 triệu/tháng",100 Triệu/tháng,63 m²,"Quận 6, Hồ Chí Minh",Quận 6,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-duong-minh-phung-p-5-q-6-dt-4-4-x-14-4m-nh-9m-cap-4-gia-100-trieu-thang.html,luachonnhadat.vn,2025-09-29,100000000,63,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 29, DT 4 x 18m, 4 tấm, giá 25 triệu/tháng.",25 Triệu/tháng,72 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-29-dt-4-x-18m-4-tam-gia-25-trieu-thang-.html,luachonnhadat.vn,2025-09-27,25000000,72,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Trần Văn Giàu, DT 8 x 20m, 3 tấm, giá 50 triệu/tháng",50 Triệu/tháng,160 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-tran-van-giau-dt-8-x-20m-3-tam-gia-50-trieu-thang.html,luachonnhadat.vn,2025-09-22,50000000,160,NA,NA
"Cho thuê nhà hẻm 574 Sinco, P. Bình Trị Đông B, 5 x 13m, 3 tấm, giá 14.2 triệu/tháng",14.2 Triệu/tháng,65 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-574-sinco-p-binh-tri-dong-b-5-x-13m-3-tam-gia-14-2-trieu-thang.html,luachonnhadat.vn,2025-09-19,14200000,65,NA,NA
"Cho thuê nhà hẻm 50 Phùng Tá Chu, P. An Lạc A, 6 x 30m, cấp 4, giá 16 triệu/tháng",16 Triệu/tháng,180 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-50-phung-ta-chu-p-an-lac-a-6-x-30m-cap-4-gia-16-trieu-thang.html,luachonnhadat.vn,2025-09-19,16000000,180,NA,NA
"Cho thuê nhà hẻm 43 Trương Phước Phan, P. Bình Trị Đông, 13 x 32m, cấp 4, giá 35 triệu/tháng",35 Triệu/tháng,416 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-43-truong-phuoc-phan-p-binh-tri-dong-13-x-32m-cap-4-gia-35-trieu-thang-1758180111.html,luachonnhadat.vn,2025-09-18,35000000,416,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Vành Đai Trong, DT 8 x 25m, 3.5 tấm, giá 120 triệu/tháng.",120 Triệu/tháng,200 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-vanh-dai-trong-dt-8-x-25m-3-5-tam-gia-120-trieu-thang-.html,luachonnhadat.vn,2025-09-18,120000000,200,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 34, DT 20x 20m, 3.5 tấm, giá 160 triệu/tháng.",160 Triệu/tháng,400 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-34-dt-20x-20m-3-5-tam-gia-160-trieu-thang-.html,luachonnhadat.vn,2025-09-18,160000000,400,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 7, DT 4 x 20m, 3.5 tấm, giá 32 triệu/tháng.",3 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-7-dt-4-x-20m-3-5-tam-gia-32-trieu-thang--1758005554.html,luachonnhadat.vn,2025-09-16,3000000,80,NA,NA
"Cho thuê nhà hẻm 36 đường Số 1, P. Tân Tạo A, 5 x 14m, 2 tấm, giá 9 triệu/tháng",9 Triệu/tháng,70 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-hem-36-duong-so-1-p-tan-tao-a-5-x-14m-2-tam-gia-9-trieu-thang-1758005225.html,luachonnhadat.vn,2025-09-16,9000000,70,NA,NA
"Cho thuê cặp nhà khu Tên Lửa, MT đường Số 29, DT 3.5 x 15m/căn, 1 lầu, giá 12 triệu/tháng/căn",12 Triệu/tháng,52 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-cap-nha-khu-ten-lua-mt-duong-so-29-dt-3-5-x-15m-can-1-lau-gia-12-trieu-thang-can.html,luachonnhadat.vn,2025-09-15,12000000,52,NA,NA
"Cho thuê nhà khu Tên Lửa, MT đường Số 6, DT 5 x 18m, 3.5 tấm, giá 30 triệu/tháng.",30 Triệu/tháng,90 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-mt-duong-so-6-dt-5-x-18m-3-5-tam-gia-30-trieu-thang-.html,luachonnhadat.vn,2025-09-05,30000000,90,NA,NA
"Cho thuê nhà MT đường Số 40A, P. Tân Tạo, 4 x 20m, NH 5.2m, cấp 4, giá 16 triệu/tháng",16 Triệu/tháng,80 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-mt-duong-so-40a-p-tan-tao-4-x-20m-nh-5-2m-cap-4-gia-16-trieu-thang.html,luachonnhadat.vn,2025-09-05,16000000,80,NA,NA
"Cho thuê nhà góc 2MT hẻm số 8 Sinco, P. Bình Trị Đông B, 13.42 x 22.23m, 6 tấm, giá 120 triệu/tháng",120 Triệu/tháng,297 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-hem-so-8-sinco-p-binh-tri-dong-b-13-42-x-22-23m-6-tam-gia-120-trieu-thang.html,luachonnhadat.vn,2025-09-03,120000000,297,NA,NA
"Cho thuê kho MT đường Lê Đình Cẩn, P. Tân Tạo, 12 x 67.5m, NH 33m, giá 70 triệu/tháng",70 Triệu/tháng,1300 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-kho-mt-duong-le-dinh-can-p-tan-tao-12-x-67-5m-nh-33m-gia-70-trieu-thang.html,luachonnhadat.vn,2025-08-29,70000000,1300,NA,NA
"Cho thuê nhà góc 2MT đường Dương Văn Dương, P. Phú Thọ Hòa, 4 x 15.3m, 3.5 tấm, giá 60 triệu/tháng",60 Triệu/tháng,61 m²,"Tân Phú, Hồ Chí Minh",Tân Phú,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-goc-2mt-duong-duong-van-duong-p-phu-tho-hoa-4-x-15-3m-3-5-tam-gia-60-trieu-thang.html,luachonnhadat.vn,2025-08-27,60000000,61,NA,NA
"Cho thuê nhà khu Tên Lửa, góc 2MT đường số 16, DT 12 x 25m, 3.5 tấm, giá 100 triệu/tháng",100 Triệu/tháng,300 m²,"Bình Tân, Hồ Chí Minh",Bình Tân,Nhà phố,thue,https://luachonnhadat.vn/nha-dat/cho-thue-nha-khu-ten-lua-goc-2mt-duong-so-16-dt-12-x-25m-3-5-tam-gia-100-trieu-thang-1756277825.html,luachonnhadat.vn,2025-08-27,100000000,300,NA,NA
