tieu_de,gia_raw,dien_tich_raw,dia_chi,quan_huyen,phuong_xa,loai_bds,loai_gd,url,nguon,so_phong_ngu,gia_vnd,dien_tich_m2,ngay_dang,phap_ly,id_nguon,lat,lon
Tòa nhà Ung Văn Khiêm P25 Bình Thạnh - DT 16x20m - hầm 8 tầng - HĐT 350 tr/th - giá 180ty,180 tỷ,322 m²,"Đường Ung Văn Khiêm, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 25,Nhà ở,ban,https://alonhadat.com.vn/toa-nha-ung-van-khiem-p25-binh-thanh-dt-16x20m-ham-8-tang-hdt-350-tr-th-gia-180ty-17790302.html,alonhadat,10,180000000000,322,2026-06-07,,17790302,,
"Bán nhà HẺM XE TẢI 6M - NGAY ĐH HỒNG BÀNG - 80M2 - NGANG 5,2M - XD MỚI HẦM + 6 TẦNG","14,3 tỷ",80 m²,"Đường Điện Biên Phủ, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường Bình Thạnh,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-hem-xe-tai-6m-ngay-dh-hong-bang-80m2-ngang-5-2m-xd-moi-ham-6-tang-18757370.html,alonhadat,6,14300000000,80,2026-06-07,,18757370,,
BÁN GẤP NHÀ MT TRẦN QUÝ CÁP PHƯỜNG 11 QUẬN BÌNH THẠNH GIÁ 110 TỶ,110 tỷ,500 m²,"Đường Trần Quý Cáp, Phường Bình Lợi Trung, Hồ Chí Minh",Quận Bình Thạnh,Phường 11,Nhà ở,ban,https://alonhadat.com.vn/ban-gap-nha-mt-tran-quy-cap-phuong-11-quan-binh-thanh-gia-110-ty-18757363.html,alonhadat,4,110000000000,500,2026-06-07,,18757363,,
"Bán nhà mặt tiền Xô Viết Nghệ Tĩnh, P. 26, Q.Bình Thạnh 12mx35m 7 tầng - giá: 45ty",45 tỷ,279 m²,"Đường Xô Viết Nghệ Tĩnh, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 26,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-xo-viet-nghe-tinh-p-26-q-binh-thanh-8x35m-ctxd-7-tang-gia-50-18156339.html,alonhadat,2,45000000000,279,2026-06-07,,18156339,,
"Bán nhà mặt tiền Nguyễn Hữu Cảnh, P.22 Bình Thạnh (phường Thạnh Mỹ Tây)",33 tỷ,84 m²,"Đường Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 22,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-nguyen-huu-canh-p-22-binh-thanh-phuong-thanh-my-tay--18757277.html,alonhadat,19,33000000000,84,2026-06-07,,18757277,,
"Mặt Tiền đường lớn Phan Văn Trị, Q, Bình Thạnh, 4 lầu, nhà mới 100% bán chỉ 11.6 tỷ","11,6 tỷ",63 m²,"Đường Phan Văn Trị, Phường Bình Lợi Trung, Hồ Chí Minh",Quận Bình Thạnh,Phường 11,Nhà ở,ban,https://alonhadat.com.vn/mat-tien-duong-lon-phan-van-tri-q-binh-thanh-4-lau-nha-moi-100-ban-chi-hon-12-ty-xiu-18611087.html,alonhadat,4,11600000000,63,2026-06-07,,18611087,,
"Bán toà nhà 21 Nguyễn Thiện Thuật, Phường Bình Thạnh- hơn 3800m2 sàn- 300 Tỷ TL",300 tỷ,725 m²,"Đường Nguyễn Thiện Thuật, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường Bình Thạnh,Nhà ở,ban,https://alonhadat.com.vn/ban-toa-nha-21-nguyen-thien-thuat-phuong-binh-thanh-hon-3800m2-san-300-ty-tl-18756869.html,alonhadat,7,300000000000,725,2026-06-07,,18756869,,
"Bán nhà đường Hoàng Hoa Thám, P7 Bình Thạnh – nhà mới đẹp – 2 tầng – 45m² - 6 tỷ",6 tỷ,45 m²,"Đường Hoàng Hoa Thám, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 7,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-hoang-hoa-tham-p7-binh-thanh-gan-mat-tien-3-tang-6-ty-18398436.html,alonhadat,3,6000000000,45,2026-06-07,,18398436,,
"Bán nhà MT đường Phan Đăng Lưu, P3 Bình Thạnh – MTKD – 2 tầng – 18m² - 7.6 tỷ","7,6 tỷ",18 m²,"Đường Phan Đăng Lưu, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 3,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-phan-dang-luu-p3-binh-thanh-mat-tien-kd-2-tang-7-6-ty-18398298.html,alonhadat,2,7600000000,18,2026-06-07,,18398298,,
"Bán nhà đường Phan Đăng Lưu, P3 Bình Thạnh – 2 hẻm trước sau – 2 tầng – 36m² - 5.9 tỷ","5,9 tỷ",36 m²,"Đường Phan Đăng Lưu, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 3,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-phan-dang-luu-p3-binh-thanh-2-hem-truoc-sau-2-tang-5-9-ty-18398308.html,alonhadat,3,5900000000,36,2026-06-07,,18398308,,
"Bán nhà đường Hoàng Hoa Thám, P7 Bình Thạnh–lô góc-ô tô 4m-ngang 8.5m–4tầng– 92m² - 15 tỷ","15,4 tỷ",92 m²,"Đường Hoàng Hoa Thám, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 7,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-hoang-hoa-tham-p7-binh-thanh-ngang-9m-4-tang-15-4-ty-18398469.html,alonhadat,6,15400000000,92,2026-06-07,,18398469,,
"Bán nhà đường Hoàng Hoa Thám, P7 Bình Thạnh – nở hậu – 2 tầng – 59m² - 7.3 tỷ","7,3 tỷ",59 m²,"Đường Hoàng Hoa Thám, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 7,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-hoang-hoa-tham-p7-binh-thanh-no-hau-2-tang-7-3-ty-18398539.html,alonhadat,2,7300000000,59,2026-06-07,,18398539,,
"Bán nhà Hoàng Hoa Thám, P7 Bình Thạnh– sát MT-ngang 8.1m–ô tô 4m–3 tầng - 59m² - 10.6 tỷ","10,6 tỷ",59 m²,"Đường Hoàng Hoa Thám, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 7,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-hoang-hoa-tham-p7-binh-thanh-gan-mat-tien-o-to-10-6-ty-18398548.html,alonhadat,4,10600000000,59,2026-06-07,,18398548,,
"Bán nhà đường Hoàng Hoa Thám, P7 Bình Thạnh – chia 2 căn - 3 tầng – 41m² - 6.8 tỷ","6,8 tỷ",41 m²,"Đường Hoàng Hoa Thám, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 7,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-hoang-hoa-tham-p7-binh-thanh-2-can-ngang-14m-6-8-ty-18398498.html,alonhadat,3,6800000000,41,2026-06-07,,18398498,,
"Bán nhà đường Hoàng Hoa Thám, P7 Bình Thạnh – ô tô 5m – nở hậu - 4 tầng – 57m² - 11.2 tỷ","11,2 tỷ",57 m²,"Đường Hoàng Hoa Thám, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 7,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-hoang-hoa-tham-p7-binh-thanh-o-to-do-cua-4-tang-12-9-ty-18398508.html,alonhadat,4,11200000000,57,2026-06-07,,18398508,,
"Bán nhà đường Phan Đăng Lưu, P3 Bình Thạnh – ô tô 4m – 2 tầng – 59m² - 7.5 tỷ","7,5 tỷ",59 m²,"Đường Phan Đăng Lưu, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 3,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-phan-dang-luu-p3-binh-thanh-o-to-4m-2-tang-7-5-ty-18398576.html,alonhadat,2,7500000000,59,2026-06-07,,18398576,,
"Bán nhà đường Lê Văn Duyệt, P1 Bình Thạnh – lô góc 3 mặt - ô tô 4m – cấp 4 – 58m² - 6 tỷ",6 tỷ,58 m²,"Đường Lê Văn Duyệt, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 1,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-duong-le-van-duyet-p1-binh-thanh-2-mat-hem-cap-4-6-8-ty-18398640.html,alonhadat,1,6000000000,58,2026-06-07,,18398640,,
"Bán nhà riêng 202/11 Nguyễn Xí, p.26 Bình Thạnh- 10x17m- 163m2- 25 Tỷ TL",25 tỷ,163 m²,"Đường Nguyễn Xí, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 26,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-rieng-202-11-nguyen-xi-p-26-binh-thanh-10x17m-163m2-25-ty-tl-18756827.html,alonhadat,4,25000000000,163,2026-06-07,,18756827,,
"Bán Nhà Ngang ~13m mặt tiền XÔ VIẾT NGHỆ TĨNH (đoạn 2 chiều), 13x68m, Chỉ 165 triệu/m2",165 triệu / m²,860 m²,"Đường Xô Viết Nghệ Tĩnh, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường Bình Thạnh,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-ngang-13m-mat-tien-xo-viet-nghe-tinh-doan-2-chieu-13x68m-chi-165-trieu-m2-17611148.html,alonhadat,3,141900000000,860,2026-06-07,,17611148,,
"Bán Nhà mặt tiền NGÔ TẤT TỐ, P.22, Bình Thạnh, 5x42m, QHXD: Hầm 7 Tầng, Chỉ 35.5 Tỷ","35,5 tỷ",220 m²,"Đường Ngô Tất Tố, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 22,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-mat-tien-ngo-tat-to-p-22-binh-thanh-4-5x45m-qhxd-ham-7-tang-chi-35-5-ty-18081145.html,alonhadat,5,35500000000,220,2026-06-07,,18081145,,
"Bán Nhà Góc 2MT Lê Quang Định, Bình Thạnh, Cạnh MB Bank, 13.5x30m, HĐT 100 triệu,Chỉ 85 Tỷ",85 tỷ,299 m²,"Đường Lê Quang Định, Phường Bình Lợi Trung, Hồ Chí Minh",Quận Bình Thạnh,Phường 11,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-goc-2mt-le-quang-dinh-binh-thanh-canh-mb-bank-13-5x30m-hdt-100-trieu-chi-85-ty-17595099.html,alonhadat,2,85000000000,299,2026-06-07,,17595099,,
"Nhà Góc 3MT Bùi Hữu Nghĩa - Diên Hồng, P.1, Bình Thạnh, 8x25m(NH: 9m), Chỉ 41 Tỷ",41 tỷ,200 m²,"Đường Bùi Hữu Nghĩa, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 1,Nhà ở,ban,https://alonhadat.com.vn/hang-hiem-goc-3mt-bui-huu-nghia-rach-xuyen-tam-binh-thanh-7x25m-no-hau-9m-gia-41-ty-15729134.html,alonhadat,1,41000000000,200,2026-06-07,,15729134,,
BÁN NHÀ 2 TẦNG 50M2 XÂY MỚI 6TẦNG HXH VẠN KIẾP PHƯỜNG 3 BÌNH THẠNH GIÁ 7TỶ4,"7,4 tỷ",50 m²,"Đường Vạn Kiếp, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 3,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-2-tang-50m2-xay-moi-6tang-hxh-van-kiep-phuong-3-binh-thanh-gia-7ty4-18418540.html,alonhadat,2,7400000000,50,2026-06-07,,18418540,,
"GIẢM SỐC 4 TỶ – BÁN GẤP NHÀ HXH 8M BÙI ĐÌNH TÚY, P24 BÌNH THẠNH – 160M² – CHỈ 17,2 TỶ","17,2 tỷ",160 m²,"Đường Bùi Đình Túy, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 24,Nhà ở,ban,https://alonhadat.com.vn/giam-soc-4-ty-ban-gap-nha-hxh-8m-bui-dinh-tuy-p24-binh-thanh-160m-chi-17-2-ty-18756354.html,alonhadat,9,17200000000,160,2026-06-07,,18756354,,
BÁN NHÀ VIEW CÔNG VIÊN CƯ XÁ NGUYÊN HỒNG – P11 BÌNH THẠNH – ĐƯỜNG 12M CÓ VỈA HÈ – 72M²,"15,8 tỷ",72 m²,"Đường Nguyên Hồng, Phường Bình Lợi Trung, Hồ Chí Minh",Quận Bình Thạnh,Phường 11,Nhà ở,ban,https://alonhadat.com.vn/ban-nha-view-cong-vien-cu-xa-nguyen-hong-p11-binh-thanh-duong-12m-co-via-he-72m--18756139.html,alonhadat,4,15800000000,72,2026-06-07,,18756139,,
"Bán Gấp - Siêu Phẩm Căn Góc 2MT Hoàng Hoa Thám, Giá Đầu Tư",50 tỷ,220 m²,"Đường Hoàng Hoa Thám, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 7,Đất,ban,https://alonhadat.com.vn/ban-gap-sieu-pham-can-goc-2mt-hoang-hoa-tham-gia-dau-tu-18757751.html,alonhadat,14,50000000000,220,2026-06-07,,18757751,,
"Hẻm 10m thông ngay Đặng Thùy Trâm, Bình Lợi Trung, 550m đất ngang 14 nhỉnh 50 tỷ","52,9 tỷ",550 m²,"Đường Đặng Thuỳ Trâm, Phường Bình Lợi Trung, Hồ Chí Minh",Quận Bình Thạnh,Phường Bình Lợi Trung,Đất,ban,https://alonhadat.com.vn/hem-10m-thong-ngay-dang-thuy-tram-binh-loi-trung-550m-dat-ngang-14-nhinh-50-ty-18747948.html,alonhadat,5,52900000000,550,2026-06-07,,18747948,,
Độc bản mặt tiền Nguyễn Hữu Cảnh trực diện Landmark 81,168 tỷ,376 m²,"Đường Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 22,Đất,ban,https://alonhadat.com.vn/doc-ban-mat-tien-nguyen-huu-canh-truc-dien-landmark-81-18754316.html,alonhadat,5,168000000000,376,2026-06-07,,18754316,,
ĐẤT + GPXD HẦM 8 TẦNG – DT 7.8x19M – VIEW LANDMARK 81 – TIỀM NĂNG XÂY BUILDING CHO THUÊ!,"53,5 tỷ",131 m²,"Đường Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 22,Đất,ban,https://alonhadat.com.vn/dat-gpxd-ham-8-tang-dt-7-8x19m-view-landmark-81-tiem-nang-xay-building-cho-thue--17695115.html,alonhadat,8,53500000000,131,2026-06-07,,17695115,,
ĐÓN ĐẦU MẶT TIỀN UNG VĂN KHIÊM – QUỸ ĐẤT 133M² GIÁ CHỈ 30 TỶ,34 tỷ,132 m²,"Đường Ung Văn Khiêm, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 25,Đất,ban,https://alonhadat.com.vn/don-dau-mat-tien-ung-van-khiem-quy-dat-133m-gia-chi-30-ty-18758093.html,alonhadat,1,34000000000,132,2026-06-07,,18758093,,
"BÁN SIÊU PHẨM HẺM XE HƠI 6M NƠ TRANG LONG 6TẦNG NGAY PHAN ĐĂNG LƯU-UBND B.THẠNH CHỈ 12,5TỶ","12,5 tỷ",45 m²,"Đường Nơ Trang Long, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 7,Đất,ban,https://alonhadat.com.vn/ban-sieu-pham-hem-xe-hoi-6m-no-trang-long-6tang-ngay-phan-dang-luu-ubnd-b-thanh-chi-13-8ty-17815863.html,alonhadat,4,12500000000,45,2026-06-07,,17815863,,
SIÊU PHẨM GÓC 2 MẶT TIỀN PHAN ĐĂNG LƯU - BÌNH THẠNH,"19,6 tỷ",84 m²,"Đường Phan Đăng Lưu, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 24,Đất,ban,https://alonhadat.com.vn/sieu-pham-goc-2-mat-tien-phan-dang-luu-binh-thanh-18723397.html,alonhadat,6,19600000000,84,2026-06-07,,18723397,,
MẶT TIỀN NGUYỄN KHUYẾN - 92m2 NỞ HẬU - 4 TẦNG BTCT - CHỈ NHỈNH 20 TỶ,"20,6 tỷ",92 m²,"Đường Nguyễn Khuyến, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 12,Đất,ban,https://alonhadat.com.vn/mat-tien-nguyen-khuyen-92m2-no-hau-4-tang-btct-chi-nhinh-20-ty-18758946.html,alonhadat,4,20600000000,92,2026-06-07,,18758946,,
"🌟 Bán đất xây CHDV Phan Văn Trị, Bình Thạnh - Cách mặt tiền 30m - GPXD 4 tầng","8,29 tỷ",83 m²,"Đường Phan Văn Trị, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường Bình Thạnh,Đất,ban,https://alonhadat.com.vn/-ban-dat-xay-chdv-phan-van-tri-binh-thanh-cach-mat-tien-30m-gpxd-4-tang-18701758.html,alonhadat,7,8289999999.999999,83,2026-06-07,,18701758,,
"CẦN BÁN NHÀ TÂN CẢNG,BÌNH THẠNH-GIÁ:4.88TỶ/60M2 (4x15M) SỔ CHUẨN","4,88 tỷ",60 m²,"Đường Tân Cảng, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 25,Đất,ban,https://alonhadat.com.vn/can-ban-nha-tan-cang-binh-thanh-gia-4-88ty-60m2-4x15m-so-chuan-18757300.html,alonhadat,6,4880000000,60,2026-06-07,,18757300,,
"MT Nguyễn Gia Trí, P.25, Bình Thạnh - CN: 172m2(8.5mx20m) - Trệt 3 lầu. HĐT: 180tr - 69 Tỷ",69 tỷ,172 m²,"Đường Nguyễn Gia Trí, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 25,Đất,ban,https://alonhadat.com.vn/mt-nguyen-gia-tri-p-25-binh-thanh-cn-172m2-8-5mx20m-tret-3-lau-hdt-180tr-69-ty-14153370.html,alonhadat,8,69000000000,172,2026-06-07,,14153370,,
"Đại siêu phẩm góc 3 MT Phạm Văn Đồng - Quận Bình Thạnh DT 40x50m, XD: 3 Hầm 15 tầng",290 tỷ,2000 m²,"Đường Phạm Văn Đồng, Phường Bình Lợi Trung, Hồ Chí Minh",Quận Bình Thạnh,Phường Bình Lợi Trung,Đất,ban,https://alonhadat.com.vn/dai-sieu-pham-goc-3-mt-pham-van-dong-quan-binh-thanh-dt-40x50m-xd-3-ham-15-tang-18682443.html,alonhadat,10,290000000000,2000,2026-06-07,,18682443,,
"🌟Tài Nhà Đất🌟 Khu Vip Nguyêm Hồng Bình Thạnh 7 4Tầng chỉ 15,88 tỷ","15,88 tỷ",72 m²,"Đường Nguyên Hồng, Phường Bình Lợi Trung, Hồ Chí Minh",Quận Bình Thạnh,Phường 11,Đất,ban,https://alonhadat.com.vn/-tai-nha-dat-khu-vip-nguyem-hong-binh-thanh-7-4tang-chi-15-88-ty-18756415.html,alonhadat,4,15880000000,72,2026-06-07,,18756415,,
🏠 CHỦ NGỘP – CHDV MẶT TIỀN BÌNH THẠNH – 7 TẦNG- 145m² - NGÔ ĐỨC KẾ,"36,8 tỷ",145 m²,"Đường Ngô Đức Kế, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 12,Đất,ban,https://alonhadat.com.vn/-chu-ngop-chdv-mat-tien-binh-thanh-7-tang-145m-ngo-duc-ke-18535966.html,alonhadat,24,36800000000,145,2026-06-07,,18535966,,
Giảm 1 tỷ bán gấp 294 Phan Văn Trị Quận Bình Thạnh 63m2 3 lầu st 6 phòng,"11,6 tỷ",63 m²,"Đường Phan Văn Trị, Phường Bình Lợi Trung, Hồ Chí Minh",Quận Bình Thạnh,Phường 11,Đất,ban,https://alonhadat.com.vn/hoa-hong-200tr-chinh-chu-ban-nha-mat-tien-294-phan-van-tri-quan-binh-thanh-cu-18364403.html,alonhadat,6,11600000000,63,2026-06-07,,18364403,,
"Khách sạn ngay Nguyễn Gia Trí - Q. Bình Thạnh. DT: 9x25m, kết cấu 7 tầng. HĐT: 200tr/th. G",51 tỷ,225 m²,"Đường Nguyễn Gia Trí, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 25,Đất,ban,https://alonhadat.com.vn/khach-san-ngay-nguyen-gia-tri-q-binh-thanh-dt-9x25m-ket-cau-7-tang-hdt-200tr-th-g-17904268.html,alonhadat,24,51000000000,225,2026-06-07,,17904268,,
"Bán siêu phẩm MT THƯƠNG HIỆU NƠ TRANG LONG P.14 Q.Bình Thạnh, DT 4mx20m, 4 tầng, 15ty5","15,5 tỷ",100 m²,"Đường Nơ Trang Long, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 14,Đất,ban,https://alonhadat.com.vn/ban-sieu-pham-mt-thuong-hieu-no-trang-long-p-14-q-binh-thanh-dt-5x20m-4-tang-29ty5-14806130.html,alonhadat,8,15500000000,100,2026-06-07,,14806130,,
"Bán nhà GÓC 2MT LAM SƠN P6 Q.Bình Thạnh, DT 10mx22m ,4 tầng, Giá 39 tỷ",39 tỷ,280 m²,"Đường Lam Sơn, Phường Bình Lợi Trung, Hồ Chí Minh",Quận Bình Thạnh,Phường 6,Đất,ban,https://alonhadat.com.vn/ban-nha-goc-2mt-lam-son-p6-q-binh-thanh-dt-14mx20m-3-tang-gia-45-ty-15150464.html,alonhadat,9,39000000000,280,2026-06-07,,15150464,,
Xây Dựng: Hầm 8 Tầng - Mặt tiền Nguyễn Hữu Cảnh P22 Bình Thạnh DT: 10mx20m - Giá 57 Tỷ,57 tỷ,200 m²,"Đường Nguyễn Hữu Cảnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 22,Đất,ban,https://alonhadat.com.vn/xay-dung-ham-8-tang-mat-tien-nguyen-huu-canh-p22-binh-thanh-dt-8x18m-gia-60-ty-18156327.html,alonhadat,4,57000000000,200,2026-06-07,,18156327,,
🔥 SIÊU PHẨM DÒNG TIỀN - HẺM XE TẢI THÔNG - 2 MẶT TIỀN - P25 BÌNH THẠNH 🔥,"16,9 tỷ",80 m²,"Đường Điện Biên Phủ, Phường Thạnh Mỹ Tây, Hồ Chí Minh",Quận Bình Thạnh,Phường 25,Đất,ban,https://alonhadat.com.vn/-sieu-pham-dong-tien-hem-xe-tai-thong-2-mat-tien-p25-binh-thanh--18757176.html,alonhadat,7,16899999999.999998,80,2026-06-07,,18757176,,
Siêu phẩm dòng tiền| MT Ngô Đức Kế P. Bình Thạnh| DT: 5.2x28| Hầm+7 tầng| HĐT cao| 33.5 tỷ,"33,5 tỷ",145 m²,"Đường Ngô Đức Kế, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 12,Đất,ban,https://alonhadat.com.vn/sieu-pham-dong-tien-mt-ngo-duc-ke-p-binh-thanh-dt-5-2x28-ham-7-tang-hdt-cao-33-5-ty-18757157.html,alonhadat,26,33500000000,145,2026-06-07,,18757157,,
"🔥 CƠ HỘI ĐẦU TƯ/KINH DOANH - MẶT TIỀN LÊ VĂN DUYỆT, P3, BÌNH THẠNH 🔥","9,5 tỷ",45 m²,"Đường Lê Văn Duyệt, Phường Gia Định, Hồ Chí Minh",Quận Bình Thạnh,Phường 3,Đất,ban,https://alonhadat.com.vn/-co-hoi-dau-tu-kinh-doanh-mat-tien-le-van-duyet-p3-binh-thanh--18756885.html,alonhadat,2,9500000000,45,2026-06-07,,18756885,,
"Giảm 3 Tỷ Bán Đất Tặng GPXD Hầm 7 Tầng HXH Bùi Đình Tuý, Bình Thạnh, 7.4x22m, Chỉ 19.9 Tỷ","19,9 tỷ",162 m²,"Đường Bùi Đình Túy, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 24,Đất,ban,https://alonhadat.com.vn/giam-3-ty-ban-dat-tang-gpxd-ham-7-tang-hxh-bui-dinh-tuy-binh-thanh-7-4x22m-chi-19-9-ty-18755902.html,alonhadat,1,19900000000,162,2026-06-07,,18755902,,
SIÊU PHẨM BÌNH THẠNH – HẺM XE HƠI TẦM VU – VIEW SÔNG CỰC CHILL,"12,6 tỷ",75 m²,"Đường Quốc Lộ 13, Phường Bình Thạnh, Hồ Chí Minh",Quận Bình Thạnh,Phường 26,Đất,ban,https://alonhadat.com.vn/sieu-pham-binh-thanh-hem-xe-hoi-tam-vu-view-song-cuc-chill-18756535.html,alonhadat,8,12600000000,75,2026-06-07,,18756535,,
"BIỆT THỰ MỚI ĐẸP KHU TÊN LỬA | 20 X 20M, 3 TẤM, 55 TỶ | GẦN AEON MALL",55 tỷ,400 m²,"Đường Tên Lửa, Phường An Lạc, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông B,Biệt thự,ban,https://alonhadat.com.vn/biet-thu-moi-dep-khu-ten-lua-20-x-20m-3-tam-55-ty-gan-aeon-mall-18592225.html,alonhadat,6,55000000000,400,2026-06-07,,18592225,,
SIÊU BIỆT THỰ - MẶT TIỀN - 4 TẦNG KHU TÊN LỬA - DT 200M - NGANG 10 - SÁT AEON MALL - ĐƯỜNG,25 tỷ,200 m²,"Đường Trần Văn Giàu, Phường Tân Tạo, Hồ Chí Minh",Quận Bình Tân,Phường Tân Tạo,Biệt thự,ban,https://alonhadat.com.vn/sieu-biet-thu-mat-tien-4-tang-khu-ten-lua-dt-200m-ngang-10-sat-aeon-mall-duong-18757070.html,alonhadat,6,25000000000,200,2026-06-07,,18757070,,
"Biệt 330m2 đường Tân Kỳ Tân Quý chỉ 60tr/m2, 4 Tầng hiện đại chuẩn công năng nghĩ dưỡng","19,8 tỷ",330 m²,"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hòa, Hồ Chí Minh",Quận Bình Tân,Phường Bình Hưng Hòa A,Biệt thự,ban,https://alonhadat.com.vn/biet-330m2-duong-tan-ky-tan-quy-chi-60tr-m2-4-tang-hien-dai-chuan-cong-nang-nghi-duong-18745643.html,alonhadat,5,19800000000,330,2026-06-07,,18745643,,
"SIÊU PHẨM BIỆT THỰ NGANG LỚN 10.5M,4 TẦNG,ĐƯỜNG XE TẢI 7M,CHỈ 6.8 TỶ","6,8 tỷ",82 m²,"Đường Hồ Văn Long, Phường Tân Tạo, Hồ Chí Minh",Quận Bình Tân,Phường Tân Tạo,Biệt thự,ban,https://alonhadat.com.vn/sieu-pham-biet-thu-ngang-lon-10-5m-4-tang-duong-xe-tai-7m-chi-6-8-ty-18437921.html,alonhadat,7,6800000000,82,2026-06-07,,18437921,,
TỈNH LỘ 10 - BÌNH TÂN - 80M2 - 4X20M - 9 TỶ - CHDV 12 PHÒNG DÒNG TIỀN 40 TRIỆU,9 tỷ,80 m²,"Tỉnh lộ 10, Phường An Lạc, Hồ Chí Minh",Quận Bình Tân,Phường Bình Trị Đông B,Căn hộ chung cư,ban,https://alonhadat.com.vn/tinh-lo-10-binh-tan-80m2-4x20m-9-ty-chdv-12-phong-dong-tien-40-trieu-18758493.html,alonhadat,12,9000000000,80,2026-06-07,,18758493,,
BÁN CĂN HỘ CHUNG CƯ EHOME 3 BÌNH TÂN - 50M² 2PN - SỔ RIÊNG - GIÁ 2.25 TỶ,"2,25 tỷ",50 m²,"Đường Hồ Học Lãm, Phường An Lạc, Hồ Chí Minh",Quận Bình Tân,Phường An Lạc,Căn hộ chung cư,ban,https://alonhadat.com.vn/ban-nha-binh-tan-duong-phan-anh-52m2-2-lau-hem-xe-hoi-chi-4-x-ty-khong-lo-gioi-qh-15547484.html,alonhadat,2,2250000000,50,2026-06-07,,15547484,,
